Dobrzyń,Płock
Gdańsk,Włocławek
Głogów Wielki,Wrocław
Gniezno,Gniezno
Kalisz,Gniezno
Kamień,Gniezno
Kielce Dz,Kraków
Kielce Pr,Kraków
Kraków,Kraków
Kruszwica,Włocławek
Kurzelów,Gniezno
Łęczyca,Gniezno
Łowicz,Gniezno
Lublin,Kraków
Nowy Sącz,Kraków
Opole,Wrocław
Płock,Płock
Poznań,Poznań
Pszczew,Poznań
Pułtusk,Płock
Sandomierz,Kraków
Śrem,Poznań
Tarnów Pr,Kraków
Uniejów,Gniezno
Warszawa,Poznań
Wieluń Ter,Gniezno
Włocławek,Włocławek
Wrocław,Wrocław
Zawichost,Kraków
