99318,Q147333
143760,Q219159
17539,Q108803
145332,Q169380
163457,Q178303
157615,Q175529
168088,Q179034
2663,Q101303
11705,Q105743
29036,Q113789
1554,Q100918
122922,Q158624
140512,Q167057
27775,Q113255
117767,Q215993
120770,Q216376
101948,Q148524
200317,Q198125
177937,Q182664
201187,Q198318
32547,Q115476
93729,Q144965
152375,Q173134
127847,Q160869
110984,Q152582
116758,Q155413
123910,Q159031
146322,Q169790
140784,Q167201
141501,Q167527
134519,Q164247
141501,Q167527
117668,Q155865
111669,Q152895
143968,Q168726
71214,Q134290
18102,Q109094
40756,Q205522
248236,Q199767
162079,Q177632
140687,Q167142
140739,Q167176
140740,Q167177
140742,Q167179
2114,Q101088
36047,Q117228
36082,Q117244
152184,Q220146
50617,Q124351
45099,Q121814
60313,Q128965
159926,Q176585
203633,Q222903
87743,Q141841
52405,Q206966
74201,Q209583
76747,Q136662
29435,Q113946
18639,Q202664
110406,Q152304
40515,Q119376
161914,Q177569
83870,Q140135
35293,Q99732
86794,Q141412
140731,Q167169
128872,Q217412
5464,Q102606
160945,Q177145
67358,Q132364
137551,Q218437
4802,Q201106
3429,Q101682
123084,Q158676
160802,Q177063
186867,Q188027
2967,Q101458
94821,Q145454
140908,Q167259
95031,Q145512
195810,Q195455
21109,Q202911
14766,Q202278
152075,Q173008
117551,Q155799
130167,Q162206
195863,Q195501
195879,Q195515
161881,Q177560
158203,Q221165
198626,Q197226
20184,Q202798
22068,Q110759
93595,Q212200
139953,Q166815
89969,Q143285
15427,Q107648
86313,Q141125
93439,Q212180
124501,Q216783
134587,Q164279
162375,Q177788
81220,Q139063
157397,Q175369
69873,Q133534
201369,Q222814
59380,Q128533
205146,Q224083
136917,Q165322
6976,Q103286
142576,Q168091
27474,Q113157
5697,Q102703
88594,Q142436
68504,Q132933
125111,Q99055
46736,Q206274
52817,Q99883
9321,Q99971
68802,Q133092
48980,Q99649
25214,Q112192
133743,Q218020
126348,Q160263
235348,Q199291
89027,Q211598
29964,Q114245
86981,Q99341
140627,Q167111
67475,Q132425
14863,Q107322
125449,Q159830
74020,Q135569
38646,Q118492
82715,Q210611
67755,Q208924
83990,Q210762
43208,Q120749
6357,Q103068
158645,Q221278
96929,Q212686
105961,Q214313
84111,Q99364
48968,Q99645
7123,Q223861
86833,Q141435
111300,Q215132
86840,Q141442
91354,Q144010
582,Q200599
196636,Q196164
78286,Q137457
32246,Q204416
54325,Q207181
9321,Q99971
81329,Q210431
85883,Q140892
94312,Q145175
55894,Q207349
10126,Q104899
84727,Q210854
10387,Q105075
130296,Q162282
91615,Q144088
21099,Q202909
16619,Q202466
177883,Q182626
135656,Q164789
108009,Q151202
110625,Q152425
124131,Q159138
22360,Q99838
68158,Q132761
26641,Q112887
100707,Q99243
153429,Q173638
162363,Q177782
156710,Q175016
119075,Q156606
146224,Q169772
114457,Q154170
36451,Q117427
102487,Q148764
198587,Q197195
23310,Q111370
127542,Q160708
33614,Q115860
26730,Q112937
21140,Q110236
119512,Q156834
148472,Q170769
118789,Q156456
6524,Q103145
86677,Q141329
110569,Q152398
27007,Q113055
28818,Q113669
141498,Q167525
81022,Q138948
5189,Q102481
128855,Q161400
128936,Q161457
162914,Q178021
34816,Q99748
80203,Q138473
146112,Q169734
91792,Q144159
138207,Q165899
37581,Q118014
93206,Q144735
35314,Q116816
110967,Q152573
61995,Q129799
153817,Q98906
74729,Q135752
112801,Q215354
20222,Q109893
61162,Q129346
100,Q100078
67993,Q132671
93282,Q144772
57105,Q127519
32029,Q115203
52649,Q99623
21488,Q99849
219009,Q198800
146183,Q99817
89310,Q142937
141158,Q167375
90831,Q143784
32386,Q115389
53612,Q125828
187394,Q188460
4145,Q102031
23501,Q111452
132187,Q163082
4792,Q102285
57105,Q127519
143861,Q168680
19243,Q109471
141484,Q167518
27621,Q113186
130095,Q162168
196553,Q196100
78995,Q137812
149056,Q171087
160307,Q176807
26625,Q112879
35219,Q116759
187070,Q188200
57482,Q127704
142147,Q167902
93287,Q144775
111831,Q152943
120322,Q157310
149456,Q171298
142932,Q168288
173709,Q180478
59363,Q128523
5611,Q102655
4937,Q102366
10696,Q105237
10903,Q105350
134359,Q164172
77082,Q99373
163988,Q178602
12019,Q105929
12882,Q106421
92379,Q144373
62746,Q130167
187099,Q188222
17254,Q108654
15853,Q107875
123417,Q158770
141176,Q167385
65748,Q131559
122163,Q158214
6157,Q102966
6124,Q102939
142040,Q167843
16024,Q107937
11471,Q105611
123660,Q158909
122451,Q158398
42524,Q120367
21092,Q110216
16374,Q108129
248361,Q199883
16416,Q108157
16551,Q108228
16570,Q108239
189245,Q189871
117291,Q155673
122471,Q158409
128833,Q161385
119282,Q156722
74919,Q99439
48963,Q99644
109435,Q151844
19767,Q109658
19927,Q109763
21309,Q110328
21359,Q110351
16538,Q108217
23282,Q111359
115601,Q154768
121511,Q157840
121551,Q157872
6401,Q103080
113566,Q153665
4086,Q101998
113367,Q153572
156712,Q175017
23749,Q111561
11506,Q105632
160416,Q176860
12826,Q106382
28822,Q113672
30920,Q114711
68576,Q132973
147246,Q170198
157613,Q175528
54918,Q126504
59311,Q128491
129467,Q161785
21789,Q110617
117441,Q155728
93200,Q144732
134359,Q164172
160268,Q176781
129381,Q161726
32496,Q115445
19317,Q109512
79839,Q138287
44651,Q121616
32910,Q115643
84601,Q140499
17644,Q108864
117180,Q155601
100644,Q147897
133802,Q163914
140433,Q167009
124354,Q159253
76026,Q136363
49006,Q123707
34672,Q116475
80803,Q138827
44721,Q121643
150963,Q172290
120724,Q157482
77968,Q137274
61036,Q129270
58142,Q127933
35657,Q117037
99253,Q213028
37243,Q117827
34861,Q116570
76239,Q136461
137652,Q165609
110207,Q152191
39342,Q118778
160301,Q176803
123773,Q158966
122339,Q158326
113770,Q153769
152066,Q173006
93280,Q144770
65968,Q131694
66129,Q131769
111408,Q152791
34893,Q116586
133404,Q163684
33842,Q115983
96500,Q146204
35140,Q116706
56472,Q127199
43214,Q120752
16387,Q108138
17271,Q108664
9949,Q104820
12738,Q106328
96197,Q146079
44728,Q121649
33151,Q115733
35561,Q116972
44615,Q121593
60745,Q129111
70271,Q133735
16170,Q108003
45890,Q122165
76559,Q136585
76364,Q136512
45827,Q122131
146234,Q169774
107902,Q151142
72961,Q135084
62045,Q129831
1420,Q100857
144460,Q98867
70296,Q133752
86312,Q141124
86384,Q141161
51063,Q124618
87815,Q141869
96222,Q146091
98600,Q146953
53593,Q125819
163526,Q178346
17142,Q108606
152298,Q173102
18646,Q109317
51487,Q124844
109002,Q151652
53056,Q125557
124457,Q159325
136382,Q165082
28489,Q113526
50713,Q124410
148817,Q170941
128848,Q161396
21407,Q110375
130481,Q162341
16105,Q107980
63366,Q130466
103662,Q149147
151565,Q172762
152903,Q173385
47672,Q123078
160454,Q98852
29332,Q113896
85681,Q140776
122168,Q158217
26526,Q112816
123638,Q158892
11632,Q105709
31616,Q115015
95656,Q99292
95142,Q99281
153494,Q173682
54587,Q126319
54588,Q126320
48293,Q123363
88227,Q142144
14138,Q107009
86360,Q141143
49006,Q123707
56749,Q127340
56653,Q127280
145859,Q169631
59969,Q128804
117630,Q155847
56913,Q127439
73705,Q135469
142869,Q168249
125906,Q159984
125014,Q159621
72392,Q134781
61988,Q129795
24569,Q111854
143227,Q168402
31431,Q114929
9235,Q104442
124846,Q159515
32028,Q115202
114512,Q154199
35183,Q116731
35203,Q116747
44132,Q121259
44421,Q121456
44614,Q121592
45559,Q122024
64176,Q130856
53168,Q125617
53282,Q125687
56289,Q127117
56348,Q127163
56744,Q127336
96402,Q146169
65444,Q131402
67789,Q132568
71263,Q134308
72506,Q134839
65807,Q131585
79186,Q137920
43127,Q120715
39329,Q118771
84524,Q140452
85930,Q140914
90970,Q143851
91272,Q143968
92475,Q144424
40013,Q119086
95809,Q145871
96702,Q146300
96708,Q146302
148737,Q170893
203237,Q222875
127355,Q160640
129115,Q161575
98752,Q147047
98601,Q146954
102223,Q148662
102799,Q148915
116804,Q155438
94282,Q145151
93372,Q144815
124495,Q159353
62688,Q130130
145862,Q169633
145788,Q169603
102487,Q148764
148647,Q170844
148647,Q170844
51433,Q124804
71527,Q134439
147819,Q170449
158056,Q175709
36070,Q99729
41479,Q119840
93221,Q144742
71361,Q99632
72861,Q135016
62801,Q130198
132287,Q163145
159667,Q176417
90423,Q143604
149276,Q171233
72978,Q135092
73014,Q135115
53456,Q125763
162017,Q177597
163794,Q178513
164784,Q178896
42925,Q120587
40032,Q119099
114361,Q154119
43340,Q120814
48684,Q123571
49722,Q124006
50597,Q124339
50132,Q124157
64779,Q131084
186969,Q188115
163958,Q178587
135641,Q164778
68021,Q132686
79096,Q137867
6143,Q102953
135742,Q164826
136096,Q164969
142613,Q168118
171487,Q179648
151779,Q172885
77460,Q136952
84021,Q140209
16008,Q107930
108228,Q151305
147311,Q170222
91221,Q143950
44143,Q121268
65738,Q131554
72561,Q134869
79817,Q138275
140999,Q167316
42610,Q120399
114078,Q153936
96973,Q146371
137231,Q165460
22393,Q110931
95070,Q145534
95542,Q145771
96147,Q146051
96355,Q146144
96208,Q146086
81027,Q138952
122416,Q158371
157658,Q175545
143785,Q168656
93239,Q144744
153886,Q173839
196533,Q196081
34594,Q116431
117911,Q156003
120981,Q157604
129854,Q162017
120955,Q157584
122095,Q158171
111456,Q152828
112453,Q153198
142225,Q167932
146073,Q169726
161034,Q98837
44488,Q121500
175451,Q181282
15137,Q107501
14904,Q107353
45322,Q121924
144877,Q169167
34369,Q116305
5730,Q102716
5745,Q102727
11106,Q105432
136547,Q165173
106171,Q150403
111938,Q153000
113071,Q153460
158992,Q176074
105905,Q150268
13459,Q106696
64154,Q130850
81586,Q139220
51086,Q99630
76708,Q136651
37553,Q117992
119076,Q156607
46200,Q122280
52137,Q125201
40453,Q119335
34128,Q116146
51022,Q124592
88455,Q142331
144532,Q168998
19386,Q109561
55892,Q99579
159204,Q176174
9472,Q104551
88613,Q142447
130161,Q162203
142591,Q168098
44640,Q121609
159469,Q176328
68609,Q132987
88229,Q142146
83025,Q139771
102679,Q148858
16405,Q108148
50430,Q124270
66024,Q208686
119338,Q156752
125150,Q159692
30595,Q114560
76913,Q136722
68457,Q132904
63306,Q130425
97511,Q146575
85796,Q99337
197224,Q196584
183324,Q185986
194795,Q194646
174161,Q180801
22552,Q111023
185196,Q187172
71259,Q134305
71484,Q134420
71483,Q134419
46183,Q122275
148910,Q171001
4107,Q100015
190706,Q191191
4886,Q102338
192152,Q192508
90787,Q143759
192014,Q192385
44085,Q121220
159387,Q176280
61221,Q129373
129078,Q161552
65168,Q131274
63524,Q130555
72832,Q134998
159806,Q176531
99079,Q99262
179186,Q183164
179473,Q183433
71390,Q134370
136483,Q165126
104677,Q149597
67978,Q99473
75168,Q135925
133525,Q99007
177975,Q182699
179159,Q183139
179274,Q183247
88612,Q142446
9453,Q104539
164366,Q178781
21124,Q110229
39257,Q118734
179251,Q183225
179260,Q183234
147312,Q170223
129188,Q161612
11206,Q105491
44483,Q121497
46040,Q122224
67952,Q132647
179870,Q183809
136545,Q165171
140851,Q167236
135180,Q164618
84109,Q140252
9897,Q104784
129168,Q217468
97278,Q146497
35367,Q116850
52140,Q99621
67978,Q99473
237183,Q199563
59778,Q128691
22228,Q110851
149810,Q171523
15097,Q107474
44528,Q121524
147330,Q170238
140639,Q167118
32211,Q115307
6343,Q103059
146226,Q169773
138847,Q166177
9994,Q104841
55138,Q126585
56773,Q127355
195703,Q195390
90065,Q143356
119495,Q156823
93484,Q144866
110883,Q152544
81320,Q139099
92646,Q144524
115740,Q154834
146084,Q169729
11956,Q105898
117532,Q155785
122644,Q158496
47540,Q122992
76873,Q136698
62193,Q129911
83855,Q140128
137938,Q165767
64778,Q131083
59296,Q128478
96423,Q146184
141500,Q167526
65865,Q131620
95180,Q99278
137960,Q165778
70291,Q133747
85771,Q140834
36273,Q117319
162045,Q177615
160410,Q176854
30441,Q114474
91141,Q143924
183529,Q186089
99021,Q147194
140023,Q166835
93250,Q144749
66682,Q132015
111029,Q152598
95985,Q145960
99971,Q147599
1553,Q100917
162484,Q177845
47157,Q122713
127763,Q160814
78772,Q137710
63988,Q130758
53607,Q125825
164164,Q178701
117638,Q155852
174490,Q180928
5209,Q102498
5286,Q98808
57253,Q127594
195945,Q195573
5384,Q102561
62633,Q130094
126173,Q160151
10734,Q105257
5933,Q102846
5954,Q102855
